word,meanItemRT,nItem,word_length,gpt3_logprob,word_type
dust,295.19110310421286,170,4,4.12150185,content
dutch,358.9,80,5,3.2406364,content
dying,338.90109890109886,91,5,0.31665093,content
each,322.20879120879124,91,4,6.388334475000001,content
eagle,376.6012700534759,173,5,2.0212014644444443,content
eagles,341.65517241379314,87,6,,content
ear,302.04015099519563,187,3,0.018541740766666665,content
earlier,404.0240963855422,83,7,3.4994888,content
early,306.2837837837838,74,5,3.4325850040000008,content
earned,354.7951807228916,83,6,3.56927985,content
earnest,405.325,80,7,2.6688051,content
ears,322.6532392026578,170,4,0.1267845805,content
earth,327.96260227639533,268,5,1.7044225041666667,content
earthly,310.943661971831,71,7,0.54687995,content
easily,339.7777777777777,72,6,4.357309,content
easy,326.5581395348837,86,4,1.04283815,content
echolalia,600.0555555555554,72,9,,content
economic,413.95,80,8,2.0347554366666665,content
economists,386.8026315789474,76,10,0.66821146,content
edge,278.4177215189873,79,4,0.19694486,content
effectively,335.82716049382714,81,11,2.218202,content
effects,355.46999387630126,140,7,0.7243445299999999,content
effort,371.1095890410959,73,6,1.0489761,content
eighteen,337.65384615384613,78,8,4.493673,content
eighth,355.8571171171171,149,6,6.832821904999999,content
eighties,373.9014084507042,71,8,,content
eighty,362.1111111111111,72,6,4.13076105,content
eightysixyearold,687.3661971830985,71,16,,content
either,324.0,73,6,0.42855638,content
elderly,350.34722222222223,72,7,3.3004827,content
electroencephalograms,569.8823529411764,68,21,,content
elephant,371.19403540086273,164,8,2.74305995,content
elevated,326.8783783783784,74,8,8.761247,content
else,327.25882352941176,85,4,4.9842706,content
elvis,373.34042553191495,94,5,1.789970308246154,content
elviss,363.5777023203169,188,6,,content
emaciated,390.8260869565216,92,9,,content
emanate,322.7945205479452,73,7,,content
emerged,333.2488584474886,145,7,1.3655571,content
emperors,330.525,80,8,,content
empire,423.948717948718,78,6,0.22039855,content
emptied,333.82417582417577,91,7,3.3215566,content
encountered,294.10714285714283,84,11,6.1528864,content
encouraged,357.3614457831325,83,10,10.035057,content
encouraging,364.90123456790127,81,11,6.8282611499999994,content
encouragingly,361.52,75,13,,content
end,291.1267885532592,159,3,1.4538243541166667,content
ended,321.49556913674564,162,5,0.9637471400000001,content
enforce,329.3766233766234,77,7,0.140333878,content
enforceable,324.68831168831167,77,11,,content
engaged,348.3733333333333,75,7,0.20671178,content
england,344.9310344827586,87,7,1.6299113,content
enjoy,290.6533333333333,75,5,2.9755461,content
enjoyed,390.0543478260869,92,7,8.331957,content
enormous,315.5952380952381,84,8,8.632089,content
enough,388.728961827646,167,6,1.5973245,content
enter,316.83116883116884,77,5,0.99060386,content
entered,301.30434782608694,92,7,3.0214042666666665,content
entrance,358.2173913043478,92,8,5.6160483,content
enveloped,394.4285714285714,91,9,,content
environmental,336.774647887324,71,13,2.463661725,content
erase,346.9736842105264,76,5,2.9443119,content
establish,313.38571428571424,70,9,4.0443335,content
established,391.775,80,11,4.011849,content
estimated,365.4383561643836,73,9,1.7452675,content
eugene,356.2934782608696,92,6,11.475472,content
europe,351.4,80,6,0.8363303,content
even,398.2448303287381,174,4,5.051549853846154,content
evening,367.7258720167847,175,7,1.249556265,content
evenings,343.4494382022472,89,8,3.394457,content
event,304.0526315789474,76,5,8.050873,content
events,289.49333333333334,75,6,0.983632065,content
eventually,415.6627906976744,86,10,5.4993153,content
ever,334.8587978286773,174,4,6.951503633333334,content
every,345.2197802197802,91,5,3.019407,content
everybody,418.7826086956522,92,9,1.8607614,content
everyday,371.46428571428567,84,8,5.750502,content
everyone,355.3636363636364,88,8,5.001714,content
everything,300.3888888888889,72,10,3.0566573,content
evidence,355.2058823529412,68,8,2.8139154,content
evolved,327.0138888888889,72,7,6.0307035,content
exalted,367.474358974359,78,7,0.5142489,content
examine,295.7261904761905,84,7,3.9402193499999996,content
example,305.7866666666667,75,7,0.61427575,content
examples,319.1392405063291,79,8,0.17744106,content
except,377.9310344827586,87,6,8.617464,content
excited,430.0337078651685,89,7,6.72080055,content
excitedly,363.8915662650603,83,9,,content
excitement,365.39726027397256,73,10,2.35848865,content
exclaimed,335.4329831932773,169,9,3.51028275,content
exhausted,342.9333333333333,90,9,,content
exhibit,415.82432432432427,74,7,3.8238544,content
existence,342.9130434782609,69,9,6.921383,content
expectations,316.3013698630137,73,12,0.9396596,content
expected,331.8372105064166,247,8,0.9907329576666667,content
expensive,353.7776961504555,165,9,5.9490385,content
experience,423.5633802816901,71,10,1.9113860000000003,content
experiences,385.09859154929575,71,11,6.2923393,content
experimental,359.1891891891892,74,12,0.22802734,content
expertise,346.1830985915493,71,9,4.1372437,content
explained,329.90277777777777,72,9,2.3331757,content
explanations,397.7922077922078,77,12,0.006451015,content
exposed,315.3380281690141,71,7,0.03463154,content
expressed,323.45714285714286,70,9,0.30678308,content
expression,336.8672276764844,162,10,2.01467295,content
extended,346.2972972972973,74,8,0.4239661,content
extent,320.3670886075949,79,6,0.14248267,content
extra,305.6867469879518,83,5,4.985742021,content
extraordinarily,408.7088607594936,79,15,0.014692212,content
extraordinary,358.17999999999995,153,13,0.47562885,content
extraterrestrial,507.375,72,16,,content
extremely,315.05555555555554,90,9,5.538751,content
extremities,347.79166666666663,72,11,,content
eye,328.37209302325584,86,3,1.4052737825000001,content
eyes,350.7264705882353,175,4,0.8730113382599999,content
face,325.8944177802873,264,4,2.30364301925,content
faced,317.2674418604651,86,5,1.3847657,content
facial,352.6575342465753,73,6,2.6278735500000003,content
fact,336.8223366251147,233,4,3.336798138888889,content
facto,442.52325581395365,86,5,3.1461828,content
factors,351.8695652173913,69,7,0.1797485,content
failure,419.9615384615384,78,7,8.417559,content
fair,326.3095238095238,84,4,5.7642965,content
fall,310.026973026973,168,4,1.4891091976666668,content
fallen,313.5274725274725,91,6,3.511322,content
falling,394.3260869565217,92,7,0.593690145,content
falls,308.032967032967,91,5,0.22425464,content
false,400.2916666666666,72,5,0.072616585,content
fame,349.34274640088597,170,4,5.743396333333333,content
families,338.95890410958907,73,8,7.773809,content
family,293.9873417721519,79,6,2.0481338900000003,content
famous,295.8723404255319,94,6,2.217663742,content
fanned,303.7802197802198,91,6,,content
far,304.49450549450546,91,3,3.3674748,content
faraway,352.0909090909091,88,7,,content
fashionably,410.4659090909091,88,11,,content
fast,342.84444444444443,90,4,3.851388188,content
father,358.83516483516485,91,6,1.6576755,content
fear,340.55681818181813,88,4,0.24907713,content
feared,356.58404255319147,179,6,7.3092885,content
fears,306.6818181818182,88,5,2.2469292,content
fearsome,369.0459770114943,87,8,5.85701395,content
feathers,326.21362330198536,175,8,1.09047534,content
featuring,337.0,75,9,3.138010575,content
february,375.54545454545456,77,8,0.60105097,content
fed,319.75,84,3,9.837645,content
fee,331.2708125208125,155,3,3.747406585,content
feel,290.18392694063925,148,4,0.7217546115,content
feeling,337.83132530120486,83,7,2.1500111,content
feet,352.87759830530916,174,4,1.053397333025,content
fell,325.7472527472528,91,4,1.92841422,content
fellow,348.7078651685394,89,6,2.9336998,content
felt,416.5529411764706,85,4,3.2948647533333335,content
females,315.92957746478874,71,7,4.979677,content
ferocity,382.6428571428572,84,8,,content
festival,322.2647058823529,68,8,0.13938725,content
few,288.09638554216866,83,3,1.871731757777778,content
field,359.1970458830924,160,5,0.77012593075,content
fields,321.8828828828829,161,6,9.132864,content
fifteen,384.71794871794873,78,7,5.629916,content
fifties,373.0285714285714,70,7,,content
fighting,327.7934782608696,92,8,10.568809,content
figure,347.2981254506128,168,6,7.17730325,content
figured,337.82978723404256,94,7,6.334957,content
filled,307.0405405405405,74,6,4.760516300000001,content
final,320.1621621621622,74,5,4.3691034,content
finally,339.5652173913044,92,7,5.43929458,content
find,339.3670333991365,262,4,1.5937366313333332,content
fine,337.1235294117647,160,4,4.777031766666666,content
finger,402.4255319148936,94,6,0.020465864,content
finished,323.75531914893617,94,8,2.3598858,content
fire,314.74542124542126,181,4,2.264669025,content
first,323.064705882353,170,5,1.6050596985869563,content
fish,339.22746553552497,174,4,4.129306525,content
fishes,393.86956521739125,92,6,3.427622,content
flame,326.8080586080586,181,5,1.96349785,content
flames,344.6118400740969,161,6,2.22923725,content
flapping,316.15116279069764,86,8,,content
flemish,398.0,79,7,,content
flew,296.2829045954046,179,4,1.50177813,content
flies,327.632183908046,87,5,4.1616693,content
float,295.2173913043478,92,5,4.8470764,content
floated,301.31868131868134,91,7,7.61511,content
floating,387.3863636363637,88,8,4.1892157,content
flock,348.79545454545456,88,5,6.213457,content
flocks,336.86046511627904,86,6,,content
floor,300.0674144310824,186,5,1.9031088795,content
florida,465.6631578947369,95,7,0.5753517,content
flour,308.58888888888885,90,5,5.39032295,content
flowed,284.6891891891892,74,6,4.631574,content
flower,353.24938352786455,156,6,2.119308983333333,content
flowering,331.88311688311694,77,9,0.5650407,content
flowers,322.6825879043601,229,7,3.2353390086666667,content
fly,370.9655172413793,87,3,0.20060743,content
flying,340.1469400434918,161,6,1.4474800513333335,content
foaming,352.30769230769226,91,7,,content
focused,326.75,72,7,1.2216539,content
fog,347.4347826086957,92,3,,content
folding,352.32183908045977,87,7,13.13534,content
folk,307.4470588235294,85,4,3.3323004,content
followed,347.97069597069594,169,8,2.3877804225,content
food,327.1555555555556,90,4,2.42336445,content
fooled,338.3736263736264,91,6,9.8741993,content
for,360.2938828763051,260,3,1.8338925065428378,function
force,367.6,75,5,0.0042685347999999994,content
forest,328.93778998779,181,6,3.7609966999999997,content
forgot,310.13186813186815,91,6,7.293474850000001,content
forgotten,299.08,75,9,0.3792585,content
form,379.30263157894734,76,4,0.22823659500000001,content
formal,306.8589743589744,78,6,1.486035235,content
forms,369.0769230769231,78,5,0.7749218640000001,content
fort,325.9078947368421,76,4,0.5303154,content
fortunate,345.6777777777777,90,9,3.851655,content
fortune,299.5529411764706,85,7,0.23647054,content
forty,327.0845070422535,71,5,0.33149003928888887,content
fortyone,359.62820512820514,78,8,,content
fortyseven,486.2320296451914,285,10,,content
found,311.2166666666667,180,5,3.167262803,content
founded,368.328947368421,76,7,9.394955,content
four,334.8260869565217,92,4,6.731832450000001,content
fourth,326.4,70,6,8.927577,content
fraction,319.4230769230769,78,8,0.058928058,content
free,306.27659574468083,94,4,0.3924074,content
freedom,322.53333333333336,75,7,1.5582982,content
french,367.7101049635296,150,6,1.1352361,content
frequency,321.79166666666663,72,9,0.7816789,content
fresh,326.78823529411767,85,5,5.2001224,content
friedman,416.9027777777777,72,8,0.8884218,content
friends,334.1413043478261,92,7,1.40917739,content
frightened,353.9021739130435,92,10,4.2703257,content
frogs,350.8172043010753,93,5,4.706825,content
from,329.01935988847754,251,4,1.9197917148354167,function
frowning,394.7802197802198,91,8,,content
frozen,325.1485710796287,181,6,3.7937086566666665,content
fry,384.75,88,3,8.63172,content
fuel,324.8780487804878,82,4,4.4075766,content
full,296.9325842696629,89,4,2.43550625,content
fully,341.7692307692308,91,5,6.1970553,content
fuming,370.67045454545456,88,6,,content
fun,350.66666666666663,84,3,2.7336328,content
functioning,329.25714285714287,70,11,4.705057,content
funny,295.3723404255319,94,5,3.985874,content
furious,356.8271672771673,181,7,4.1872025,content
future,301.5064935064935,77,6,0.23565888,content
futures,327.1645569620253,79,7,0.24844256,content
gambling,358.5131578947368,76,8,0.26707,content
garden,401.948717948718,78,6,0.0032318805,content
gathered,337.93718257150493,173,8,3.5965724000000003,content
gave,310.7582417582417,91,4,4.009585994,content
geese,319.3369565217391,92,5,,content
gelid,508.27777777777794,90,5,,content
gene,364.78571428571433,70,4,6.476566,content
general,389.4132065117981,298,7,2.9838893771999997,content
generally,387.1976744186046,86,9,4.142496424333333,content
generals,349.1578947368421,76,8,,content
generated,348.8285714285714,70,9,0.17713824,content
genes,302.4492753623189,69,5,1.9179370333333334,content
genetic,347.7445652173913,137,7,2.2046878875,content
genetically,314.54411764705884,68,11,1.441226,content
genial,320.69148936170205,94,6,,content
gentle,305.9555555555556,90,6,4.0454745,content
georges,427.125,72,7,,content
get,340.14480676328503,182,3,1.8789760366666668,content
getting,394.0,90,7,4.878700125,content
giant,340.02197802197804,91,5,6.3492344,content
gilles,473.7638888888889,72,6,,content
giraffe,350.88,75,7,,content
girl,352.44327063996093,362,4,1.3938746388,content
girls,318.80014934289125,255,5,0.9380538933333332,content
give,303.6304347826087,92,4,1.6018411,content
given,340.8243436485748,262,5,2.22208097125,content
giving,402.0240963855422,83,6,5.635854,content
glass,330.9241622574956,165,5,0.7281203365,content
glasses,308.1341463414634,82,7,5.995435,content
glory,335.6086956521739,92,5,2.737416,content
glowed,327.8901098901099,91,6,,content
go,315.4186046511628,86,2,2.285402324818182,content
gobbled,337.07317073170736,82,7,,content
going,339.90526315789475,95,5,0.7793325278571429,content
golden,353.7367216117217,175,6,4.038742929333334,content
gone,291.6428571428572,84,4,2.7275886333333332,content
gonna,287.93548387096774,93,5,7.2521176,content
good,345.770670002951,348,4,4.4115587666666665,content
goose,316.57142857142856,91,5,4.605849565,content
got,322.9578947368421,95,3,2.75678229,content
government,387.5205479452055,73,10,0.77695752,content
grand,345.8021978021978,91,5,4.9345281,content
grandmother,426.73777808897756,270,11,0.77379329625,content
gravel,353.2771084337349,83,6,2.2478534999999997,content
gray,299.97777777777776,90,4,4.8779426,content
great,333.8045977011494,87,5,3.258096675,content
greater,314.7179487179488,78,7,0.85246795,content
greatly,372.7012987012987,77,7,3.7539988,content
green,347.92485119047615,187,5,5.40188505,content
grew,331.17391304347825,92,4,3.2129764800000005,content
grimacing,375.2683881064163,143,9,,content
grinding,352.2717391304348,92,8,0.6154562,content
grinned,353.4148936170213,94,7,6.33395,content
ground,319.11538461538464,182,6,2.1574243666666666,content
group,437.7972972972972,74,5,3.6110506,content
groups,348.1864054100919,152,6,0.032511651233333334,content
grow,356.25,84,4,2.6959342499999996,content
growers,356.5414979757085,154,7,3.993081886666667,content
grown,327.6144578313253,83,5,1.4586587333333334,content
grows,372.8181818181818,77,5,0.11923076,content
grunting,375.83561643835617,73,8,,content
guard,306.5,88,5,0.30721104,content
guarded,314.06818181818187,88,7,13.57333,content
guile,366.75,88,5,,content
guilty,333.475,80,6,5.943937200000001,content
gurgling,312.978021978022,91,8,,content
guy,353.19791666666663,96,3,2.5459846,content
ha,323.9634146341463,82,2,0.93171019,content
had,328.545786963434,159,3,1.4607896152735849,function
hair,333.51941743911544,278,4,0.5148086264272728,content
haircut,345.9631205673759,284,7,1.9412565225,content
half,331.178947368421,95,4,4.03267965,content
hall,334.5021887824897,171,4,2.6079250062500003,content
hand,302.29411764705884,85,4,1.426964941,content
handed,328.4623655913978,93,6,4.4706019,content
hands,333.02063492063496,181,5,2.79667195,content
handsome,331.38823529411764,85,8,12.0616865,content
hang,317.2261904761905,84,4,3.8039837,content
happen,310.08641975308643,81,6,0.026563268,content
happy,342.84615384615387,91,5,3.4733169,content
hard,311.6626506024096,83,4,2.3381795,content
harsher,336.9125,80,7,1.3927882,content
has,455.2873563218391,87,3,1.7835524307777777,function
hastened,364.2567567567568,74,8,,content
hated,355.7894736842106,76,5,3.2043016,content
hateful,314.04,75,7,3.7496154,content
hating,403.0113636363636,88,6,7.342939,content
have,360.8633446830801,175,4,1.6689134444833333,function
havent,386.4739759036145,158,6,,content
having,342.8735632183908,87,6,2.7398773,content
hawk,379.1931818181818,88,4,8.5999565,content
he,326.50077030812326,169,2,1.6855169122916667,function
head,342.3588526355619,350,4,1.672407760235294,content
heads,362.0,90,5,0.09017913,content
hear,312.55434782608694,92,4,1.2518161975,content
heard,351.9565217391304,92,5,3.6184234,content
hearing,342.9718309859155,71,7,3.835416,content
hearsay,405.65277777777777,72,7,,content
heart,365.40621006900074,177,5,4.6370895,content
heavens,358.9259259259259,81,7,3.9696147,content
heavy,342.2470588235294,85,5,4.66721601,content
hedgeking,631.5155574762316,180,9,,content
hedges,311.76404494382024,89,6,,content
held,330.53932584269666,89,4,3.04363178,content
hell,362.33546686746985,163,4,4.8580875,content
help,319.4663665916479,179,4,2.038244995,content
helped,299.84444444444443,90,6,2.8763082499999997,content
helping,364.4054054054054,74,7,4.727943,content
helpless,317.85714285714283,91,8,6.0808406,content
her,368.42191232680364,365,3,1.2435194154151514,content
here,322.41666666666663,84,4,2.9875518299999997,content
herself,354.5114391632464,354,7,0.9898697699999999,content
hes,440.5714285714286,165,3,4.6503408866500004,content
hesitantly,469.9054054054054,74,10,,content
hid,292.4888888888889,90,3,7.963295200000001,content
hidden,362.33333333333337,87,6,3.2620472666666664,content
hide,299.9120879120879,91,4,3.6633789200000004,content
hideandseek,335.9782608695652,92,11,,content
hides,342.5632183908046,87,5,9.766999,content
hiding,313.3764705882353,85,6,0.7760242949999999,content
high,414.59770114942535,87,4,0.85159579113,content
highaltitude,394.50684931506856,73,12,,content
higher,353.65732928053285,448,6,2.0566493265583334,content
highest,362.1149425287357,87,7,0.913719105,content
highly,362.1794871794872,78,6,0.85113734,content
hillside,324.2481884057971,182,8,,content
him,325.9334769805358,260,3,1.0683297511481482,content
himself,358.0662878787879,172,7,2.1134276880000002,content
his,378.2916666666667,169,3,1.6467687309433963,content
hissing,488.95454545454544,88,7,,content
hit,340.505376344086,93,3,6.5961704999999995,content
hoaxes,344.95714285714286,70,6,,content
holding,320.3076923076923,78,7,0.253122,content
hole,372.29152908758346,263,4,0.7846101225000001,content
home,349.77738390641616,275,4,1.720641468525,content
hoover,388.3536585365854,82,6,,content
hoovered,435.0843373493976,83,8,,content
hope,317.3098591549296,71,4,4.181889,content
hopping,397.7768085787452,159,7,6.36864125,content
horse,345.04545454545456,88,5,1.2781179,content
horses,340.50549450549454,91,6,5.5011177,content
hosts,314.7971014492754,69,5,2.8943734,content
hour,349.4893617021277,94,4,0.0012181188,content
hours,309.7469879518072,83,5,2.5152946,content
house,335.92941176470583,170,5,0.596199031,content
houses,317.2631578947368,76,6,1.520872,content
hovel,368.0434782608696,92,5,,content
how,349.0684095860567,260,3,2.76364345,function
however,382.85921926910305,170,7,3.204843476923077,content
hummed,538.5348837209302,86,6,,content
hundred,361.7183098591549,71,7,0.8918963066666666,content
hundreds,322.6703296703297,91,8,2.437287533333333,content
hung,406.4285714285714,91,4,2.38505,content
hunger,313.1307456588355,177,6,0.18620800199999998,content
hungry,292.8387096774194,93,6,1.5943675,content
hunt,335.1411764705882,85,4,4.700004,content
hunting,314.8077816492451,166,7,3.1412969499999996,content
huntsman,358.8485527544351,253,8,,content
huntsmans,329.3999999999999,85,9,,content
huntsmen,299.0357142857143,84,8,,content
hurried,341.2837837837838,74,7,6.8849373,content
hurry,312.8260869565217,92,5,4.4421916,content
hurtful,301.2133333333333,75,7,,content
hyacinth,291.0131578947368,76,8,,content
hyperactivity,476.5110226576852,140,13,,content
i,312.5649859943978,169,1,1.4069161171169013,function
ice,327.1595744680851,94,3,0.59849393,content
idea,329.0438596491228,188,4,3.5610824825,content
ideal,381.56776556776555,175,5,3.5612689,content
identified,375.611111111111,72,10,7.305009,content
if,473.29761904761904,168,2,3.474217766,function
ignore,338.95180722891564,83,6,4.0673356,content
ignored,327.87999999999994,75,7,0.58223236,content
im,343.6977935382191,175,2,0.20240265,content
imagine,306.59513664413754,165,7,4.26531335,content
imagined,327.9347826086957,92,8,4.8203373,content
imaging,380.75,72,7,0.014693605,content
impact,315.84722222222223,72,6,1.144521,content
impatient,306.8170731707317,82,9,8.742416,content
impending,335.05434782608694,92,9,9.300876,content
important,303.99940808388294,154,9,3.7642003,content
impressive,342.41095890410963,73,10,4.2907057,content
improvement,393.67123287671234,73,11,4.2492213,content
impulsivity,380.37142857142857,70,11,,content
in,322.4934640522876,253,2,2.173341200590385,function
inadmissible,350.7714285714286,70,12,,content
inattention,379.7464788732394,71,11,,content
incident,395.3384499568061,222,8,0.9124448365714285,content
incidents,329.4054054054054,74,9,0.47476426,content
include,392.8918918918919,74,7,1.7548945450000002,content
including,402.75824175824175,91,9,3.5774631333333335,content
income,346.43589743589746,78,6,0.0150099965,content
inconsequential,431.3513513513514,74,15,,content
increasingly,339.84615384615387,78,12,0.7111461,content
indeed,363.2928508273336,178,6,5.0294291,content
individuals,313.6623376623377,77,11,2.458675,content
infected,346.375,80,8,0.16593745,content
inflated,337.3116883116883,77,8,0.2995908,content
information,320.16,75,11,0.004607642,content
inheritance,371.3478260869565,69,11,0.13902729,content
inherited,320.38235294117646,68,9,0.049481094,content
injured,389.056338028169,71,7,0.041256312,content
innocently,355.5555555555555,72,10,,content
inquiry,363.19178082191786,73,7,2.0286505,content
insensitive,340.132530120482,83,11,5.455221,content
inside,325.62405725719566,162,6,4.6488916499999995,content
insiders,359.9466666666666,75,8,10.89838,content
instance,318.29411764705884,85,8,9.704766,content
instantly,329.67058823529413,85,9,3.322774,content
instead,454.9891304347826,92,7,7.566165,content
intending,368.3589743589744,78,9,3.8360696,content
intense,368.1486486486485,74,7,0.4976525,content
intentions,320.8241758241758,91,10,0.5049124,content
interactions,399.8095238095238,84,12,6.336498,content
interest,404.1733333333333,75,8,0.09884603,content
internal,305.3428571428572,70,8,0.4451193,content
internallyinconsistent,562.7260273972603,73,22,,content
interviewed,384.91178082191783,148,11,1.0837250933333333,content
into,418.1723102478917,177,4,2.1951662632258064,function
intrinsic,397.37662337662334,77,9,0.074475065,content
introduced,406.974358974359,78,10,1.764782522,content
introduction,365.6621621621622,74,12,0.29948196,content
investigation,331.3142857142857,70,13,1.1044334,content
investors,345.7402597402597,77,9,0.5322413,content
invited,349.59770114942523,87,7,0.7184969,content
involuntary,388.92774024024027,146,11,2.3132757699999997,content
involve,326.875,72,7,1.4585805,content
involved,326.6891891891892,74,8,2.9784308999999998,content
involves,439.68055555555554,72,8,1.3933188699999999,content
involving,409.4222222222221,90,9,4.0599171823,content
iron,311.64130434782606,92,4,3.1741774,content
irrationally,347.66666666666663,78,12,,content
is,374.835187057634,178,2,1.227762287,function
issue,326.6860465116279,86,5,7.424307,content
issued,374.1643835616439,73,6,2.7772427,content
it,351.7257852854949,422,2,2.3476733563252172,function
item,382.44303797468353,79,4,0.05366751,content
its,379.420058185876,347,3,1.465086174358909,content
ive,339.04044458166106,161,3,0.00037970475,content
jacksonville,482.505376344086,93,12,5.296509,content
january,326.58333333333337,72,7,6.2479386,content
jealous,335.96,75,7,3.164555,content
jennies,459.0238095238095,84,7,,content
jerking,374.2112676056338,71,7,,content
jesse,395.0666666666667,75,5,0.8567812,content
jill,334.37450450450456,149,4,3.4399445733333334,content
job,300.97727272727275,88,3,1.9385262,content
join,307.26881720430106,93,4,2.56178925,content
josephs,400.7662337662338,77,7,,content
journalist,329.9090909090909,77,10,0.05427636,content
journey,354.63953488372096,86,7,4.4922841,content
joy,326.6043956043956,91,3,5.3931239,content
joyous,396.978021978022,91,6,,content
judges,317.9743589743589,78,6,2.1902864,content
judging,287.45205479452056,73,7,5.6487975,content
july,340.3815789473685,76,4,2.09722777,content
jumped,343.7619047619048,84,6,4.323557,content
jumping,438.8028169014085,71,7,1.2536528,content
june,355.53246753246754,77,4,6.0735726,content
just,395.8653530377668,171,4,3.42188134125,content
karl,434.72222222222223,72,4,9.872013,content
keep,336.3222222222222,90,4,1.379252425,content
keeps,306.07954545454544,88,5,3.897633,content
kept,331.35555555555555,90,4,4.136826,content
kill,308.45348837209303,86,4,1.6198143333333332,content
killed,334.04761904761904,84,6,0.518647012,content
kindly,328.0,86,6,7.791402,content
king,367.2557844454396,615,4,0.8691377598636364,content
kneeled,341.8780487804878,82,7,,content
knew,309.9529411764706,177,4,2.4459722485714286,content
know,356.07763975155285,183,4,1.5835588725,content
knowing,333.61333333333334,75,7,8.905264,content
knowledge,322.16,75,9,6.915474,content
knowledgeable,446.63380281690144,71,13,,content
known,353.4137931034482,87,5,3.2116820714285716,content
la,413.44444444444446,72,2,0.0048479107,content
lab,323.5633802816901,71,3,4.3995366,content
laboratory,345.01408450704224,71,10,2.2906694,content
lady,405.82795698924735,93,4,3.3490498,content
lain,341.35632183908046,87,4,,content
land,314.09411764705885,85,4,1.30369311,content
landed,312.93055555555554,72,6,1.107532,content
landing,357.72527472527474,91,7,6.333862,content
lands,349.5681818181818,88,5,1.1258788,content
lanky,318.1066666666667,75,5,,content
lap,414.7692307692307,91,3,2.622235,content
large,351.38043478260863,92,5,2.379510873333333,content
larger,343.5,88,6,7.111852,content
lark,358.39772727272725,88,4,,content
last,349.4891304347827,92,4,3.30252154,content
lasting,355.04597701149424,87,7,2.9114476500000004,content
lasts,355.97297297297297,74,5,2.648907,content
latched,276.7837837837838,74,7,,content
late,366.5257867132867,179,4,0.6500765526000001,content
later,345.7734438463072,252,5,1.108297217,content
laughed,373.85057471264366,87,7,3.9686991999999996,content
launched,345.972602739726,73,8,5.803952,content
law,372.1232876712329,73,3,0.022075623,content
lay,311.46153846153845,91,3,5.94883905,content
leads,316.14084507042253,71,5,6.4897823,content
leaked,387.54666666666674,75,6,0.46831036,content
leaning,323.1333333333333,90,7,7.993851,content
leaped,323.3095238095238,84,6,,content
leaping,337.65934065934067,91,7,4.579443,content
learn,305.3010752688172,93,5,7.2214766,content
least,358.33333333333337,75,5,1.0842568670466666,content
leaves,318.7802197802198,91,6,5.20942,content
leaving,349.9222222222222,90,7,3.110473,content
lecluse,502.1578947368421,76,7,,content
left,350.6989247311828,93,4,2.4211599133333332,content
legend,357.65415821501017,172,6,4.5722696,content
legs,331.27998843262003,186,4,1.840419591,content
leiden,364.0519480519481,77,6,,content
less,364.8378378378378,74,4,1.5960315213333331,content
lesser,350.5443037974684,79,6,0.030554133,content
let,306.5357142857143,84,3,3.2634768066666666,content
lets,343.1847826086957,92,4,,content
levels,381.37179487179486,78,6,0.0002614704,content
lies,334.18823529411765,85,4,0.024371095,content
life,327.2657668418538,259,4,0.9722364104800002,content
lifetime,371.7702702702703,74,8,0.014571791,content
light,341.1532967032967,181,5,1.62864537125,content
lights,363.3296703296703,91,6,5.9510214781999995,content
like,313.5471014492754,176,4,2.2259267911208336,content
liked,356.4767441860465,86,5,4.183809175,content
likely,328.2028985507246,69,6,0.44536614075000003,content
lilac,345.8589743589744,78,5,,content
limited,290.2894736842105,76,7,1.52974025,content
line,292.3294117647059,85,4,7.513475,content
lines,383.9746835443038,79,5,7.118019,content
listening,317.0843373493976,83,9,,content
little,319.42857142857144,84,6,2.2491025225581396,content
littlest,307.64772727272725,88,8,,content
live,277.2926829268293,82,4,6.9626775,content
lived,363.3837209302326,86,5,2.9028397,content
living,313.0989010989011,91,6,3.27825045,content
lo,321.71428571428567,91,2,6.85816515,content
local,308.9418604651163,86,5,1.8516974,content
locals,304.3488372093024,86,6,2.575684,content
located,357.76744186046506,86,7,6.5226827,content
location,334.95833333333337,72,8,3.3754451,content
locked,376.94565217391306,92,6,4.020234,content
lonely,324.63953488372096,86,6,7.711773,content
lonesome,370.5,92,8,,content
long,327.0450310559006,183,4,3.9821492229999995,content
longbearded,462.6470588235295,85,11,,content
longer,319.8487274220033,171,6,0.4067302719,content
look,308.26063829787233,188,4,1.1844461111428572,content
looked,311.7647058823529,85,6,3.6754608714285717,content
looking,426.8837209302326,86,7,3.6350540499999995,content
looks,371.0,84,5,4.1122174,content
loquacious,430.236559139785,93,10,,content
lord,304.6260382059801,338,4,0.9194383307142857,content
losing,356.956043956044,91,6,8.1460285,content
lost,378.82795698924735,93,4,3.4638742000000002,content
lot,322.8933333333333,75,3,0.0629343,content
loud,358.33333333333337,75,4,0.6682663715,content
loudest,281.6621621621622,74,7,,content
love,321.32000000000005,75,4,3.7918760333333332,content
loved,283.94820788530467,183,5,3.2824402,content
loving,363.7865168539325,89,6,8.191912,content
low,358.1590909090909,88,3,2.5293634,content
lower,313.5494505494505,182,5,1.0056530295,content
lowering,348.28000000000003,75,8,0.19854923,content
luck,468.5869565217392,92,4,3.42040325,content
lucky,310.42045454545456,88,5,6.0433717,content
